date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-05-08 13:51:56,Huawei,,6,21,174,.@ZetechUni explains how Huawei #ICTAcademy has helped shift its BSc in IT online during #COVID19 &amp; create industry-ready graduates with Routing &amp; Switching certification. #HuaweiBlog #TECH4ALL,,@ZetechUni,#ICTAcademy #COVID19 #HuaweiBlog #TECH4ALL,1258756525734064128,https://twitter.com/Huawei/status/1258756525734064128
2020-05-08 10:08:55,Huawei,,8,26,179,#COVID19 has pressed the pause button on education. Here's how #cloud has stepped in to ensure continuity for students. #Education4ALL #WinWin,,,#COVID19 #cloud #Education4ALL #WinWin,1258700398539313153,https://twitter.com/Huawei/status/1258700398539313153
2020-05-08 06:56:48,Huawei,,6,12,84,"How has #COVID19 impacted the @EU_Commission’s Work Programme and industrial strategy, and what is the role of #ICT in Europe’s future strategy? @EURACTIV’s online debate is about to start. Tune in to find out:",,@EU_Commission @EURACTIV,#COVID19 #ICT,1258652050193133569,https://twitter.com/Huawei/status/1258652050193133569
2020-05-06 06:46:11,Huawei,,24,28,197,What are the challenges and opportunities brought about by the current global pandemic? @Huawei_ME VP of Public Relations Li Xiangyu (Spacelee) gives an insight into how #Huawei has been helping people stay connected during these trying times. #HuaweiFacts,,@Huawei_ME,#Huawei #HuaweiFacts,1257924605513052165,https://twitter.com/Huawei/status/1257924605513052165
2020-05-04 01:08:05,Huawei,,8,30,197,The #5GBetterWorld Summit provided a great insight into the development of ICT infrastructure. How does #Huawei aim to help countries worldwide to win the battle against #COVID19 and restore normalcy? Download our new white paper to find out: https://tinyurl.com/y7fbvw7p,,,#5GBetterWorld #Huawei #COVID19,1257114743375949824,https://twitter.com/Huawei/status/1257114743375949824
2020-04-30 12:21:42,Huawei,,35,45,279,"#DYK that media often confuse backdoor and vulnerability? So, what’s the difference? Join us as we play an experimental game to separate fact from fiction. We made things easy to understand for you in Episode 2 of Myths Unmasked. Check it out. #MythBuster #TrustInTech",,,#DYK #MythBuster #TrustInTech,1255834711630311426,https://twitter.com/Huawei/status/1255834711630311426
2020-04-30 11:08:08,Huawei,,13,36,189,"There is a bright light at the end of the COVID-19 tunnel. From collaboration across borders to learning to adapt to a new normal, #Huawei Deputy Chairman @KenHu68 explains why working with technology, the world is stronger together. #HuaweiFacts",,@KenHu68,#Huawei #HuaweiFacts,1255816200803586050,https://twitter.com/Huawei/status/1255816200803586050
2020-04-28 09:30:07,Huawei,,64,239,2989,Education expert & #SmartBus partner Janice Richardson explains the multi-stakeholder approaches needed to keep children safe online &amp; how initiatives like SmartBus can help. #HuaweiBlog,,,#SmartBus #HuaweiBlog,1255066757049409536,https://twitter.com/Huawei/status/1255066757049409536
2020-04-27 11:37:01,Huawei,,5,18,177,"The latest blog from Huawei USA's Michael Dortch on Huawei's #AI capabilities, its application fighting the pandemic &amp; the Connectivity, #COVID19 &amp; Community webinar on April 29. #HuaweiBlog",,,#AI #COVID19 #HuaweiBlog,1254736305751126017,https://twitter.com/Huawei/status/1254736305751126017
2020-04-25 10:29:58,Huawei,,159,358,2832,What lessons can we learn from the pandemic about adapting to technology and trusting technology in the future? Watch the video for the answers: https://youtu.be/TfwmKwNh7uQ #TrustInTech,,,#TrustInTech,1253994654061608961,https://twitter.com/Huawei/status/1253994654061608961
2020-04-24 12:44:43,Huawei,,19,18,165,What are some of the main technologies that have been applied in the fight against the pandemic? And what is the key role of the carrier business sector during this time? Watch the video to find out: https://youtu.be/TfwmKwNh7uQ #TrustInTech,,,#TrustInTech,1253666179974967297,https://twitter.com/Huawei/status/1253666179974967297
2020-04-24 07:20:10,Huawei,,144,83,501,#DYK that not everything you hear is true? It’s easy to get lost in lies when searching for the truth. Even ice cream has been blamed for rising crime rates in summer. Watch Episode 1 of Myths Unmasked to see how you can avoid being fooled by conspiracies. #TrustInTech,,,#DYK #TrustInTech,1253584501361373185,https://twitter.com/Huawei/status/1253584501361373185
2020-04-23 10:17:35,Huawei,,19,59,307,"The pandemic changed the way we live, work & learn. How have #ICT infrastructures coped &amp; how is #tech helping us? #Huawei CNBG CMO Bob Cai explains &amp; introduces the Technology against Pandemic: Insights and Practice on Telecom Networks White Paper. #TrustInTech #5GBetterWorld",,,#ICT #tech #Huawei #TrustInTech #5GBetterWorld,1253266761828327424,https://twitter.com/Huawei/status/1253266761828327424
2020-04-23 07:51:59,Huawei,,12,30,267,Huawei is releasing its white paper on the current global pandemic today. Why? We will invite #Huawei Carrier Network Business Group Chief Marketing Officer Bob Cai to answer this question and highlight the key takeaways. Stay tuned to learn more. #HuaweiNews #TrustInTech,,,#Huawei #HuaweiNews #TrustInTech,1253230120443105281,https://twitter.com/Huawei/status/1253230120443105281
2020-04-23 00:57:32,Huawei,,116,515,4674,"In China’s Henan province, #telemedicine is helping doctors to reach rural communities, detect the virus remotely, and keep people &amp; healthcare workers safe by reducing travel &amp; contact. #TECH4ALL https://tinyurl.com/y975ahhs",,,#telemedicine #TECH4ALL,1253125823231639558,https://twitter.com/Huawei/status/1253125823231639558
2020-04-20 10:51:25,Huawei,,14,21,248,"#Thanks to many community service workers, #Huawei employees at the Xi’an Research Center have returned to work safely. Watch to see how the arrival of spring has brought a fresh sense of optimism, as we can continue supporting our customers and clients. #HuaweiNow",,,#Thanks #Thanks #Huawei #HuaweiNow,1252188114837069824,https://twitter.com/Huawei/status/1252188114837069824
2020-04-15 03:33:58,Huawei,,10,28,239,Children may be afraid of masks or wear masks improperly. Here are the instructions of how our employee Victor Campo helps his children to wear their masks. Check out the video : https://youtu.be/cuG84XUN1sg,,,,1250266087251296258,https://twitter.com/Huawei/status/1250266087251296258
2020-04-14 12:34:38,Huawei,,30,51,485,"Putting on a mask before going to work is the new normal now. What else is new in your life? Here’s a #vlog, featuring a day in the #life of a #Huawei employee. How different is it to yours? Share with us in the comments. #HuaweiNow",,,#vlog #life #Huawei #HuaweiNow,1250039760246042626,https://twitter.com/Huawei/status/1250039760246042626
2020-04-13 09:46:38,Huawei,,12,46,258,"Do you know how to wear a #mask properly? Watch the video to see #Huawei employee Victor Campo teach his #family the top tips, so you and your loved ones can stay #healthy. #HuaweiNow",,,#mask #Huawei #family #healthy #HuaweiNow,1249635093418631168,https://twitter.com/Huawei/status/1249635093418631168
2020-04-13 06:22:22,Huawei,,178,549,4982,"#Huawei Deputy Chairman @KenHu68 announces the company’s partnership with #UNESCO Global Education Coalition to facilitate inclusive learning opportunities during this period of disruption caused by #COVID19. Let's stay healthy, connected &amp; educated.",,@KenHu68,#Huawei #UNESCO #COVID19,1249583689110933505,https://twitter.com/Huawei/status/1249583689110933505
2020-04-11 03:49:57,Huawei,,68,87,700,"#Huawei Consumer Business Group saw revenue grow in the first quarter and CBG CEO Richard Yu is confident the company will see further growth for the whole year, despite the challenges of COVID-19 and U.S. sanctions. #HuaweiNews",,,#Huawei #HuaweiNews,1248820556654235648,https://twitter.com/Huawei/status/1248820556654235648
2020-04-11 01:00:00,Huawei,,10,23,205,"Our Webinar for Online Higher Education unites #UNESCO experts, uni professors &amp; #Huawei ICT experts to discuss best practices for mitigating the impact of #COVID19 on education. Watch it live at 4-6pm (GMT+8) on April 11. #LearningNeverStops #TECH4ALL https://tinyurl.com/uy9ygjz",,,#UNESCO #Huawei #COVID19 #LearningNeverStops #TECH4ALL,1248777787097350144,https://twitter.com/Huawei/status/1248777787097350144
2020-04-09 11:21:50,Huawei,,26,51,347,"#Huawei Italy employees are #WFH, but they still #stayconnected. No matter where and how you are, Huawei will always be with you, helping you to stay in touch. #HuaweiNow",,,#Huawei #WFH #stayconnected #HuaweiNow,1248209503444586496,https://twitter.com/Huawei/status/1248209503444586496
