date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-05-09 06:44:33,AlibabaGroup,,7,15,57,"In a livestreamed talk ahead of #AliDay, Alibaba Group Chairman and CEO Daniel Zhang expressed thanks to employees and their loved ones for their efforts to weather the Covid-19 crisis.",,,#AliDay,1259011356071571457,https://twitter.com/AlibabaGroup/status/1259011356071571457
2020-05-08 10:15:14,AlibabaGroup,,4,4,16,This week's Alibaba News Roundup covers efforts to revitalize the economy after months of coronavirus-related disruptions. We also look at the reopening of Shanghai Disney and why picnics are getting more popular.,,,,1258701990520999937,https://twitter.com/AlibabaGroup/status/1258701990520999937
2020-05-08 03:58:05,AlibabaGroup,,0,3,12,The @WHO's operations support &amp; logistics chief talks about the importance of solidarity during the #COVID19 crisis.,,@WHO,#COVID19,1258607075250171905,https://twitter.com/AlibabaGroup/status/1258607075250171905
2020-05-07 20:33:44,AlibabaGroup,,0,2,14,"An interview with John Caplan, @AlibabaB2B North America and Europe president, on how Alibaba’s online B2B marketplace helps US businesses during #Covid19.",,@AlibabaB2B,#Covid19,1258495253096480768,https://twitter.com/AlibabaGroup/status/1258495253096480768
2020-05-07 18:58:13,AlibabaGroup,,2,8,16,The @DHSgov @IPRCenter acknowledged Alibaba's participation in and contributions to a public-private partnership formed to combat fraud and other illegal activity surrounding #Covid19.,,@DHSgov @IPRCenter,#Covid19,1258471214269399040,https://twitter.com/AlibabaGroup/status/1258471214269399040
2020-05-07 07:50:11,AlibabaGroup,,5,8,28,"See how Lazada's delivery riders get daily essentials to consumers, quickly and safely, during the #Covid19 lockdown in Malaysia.",,,#Covid19,1258303100391063554,https://twitter.com/AlibabaGroup/status/1258303100391063554
2020-05-07 04:14:56,AlibabaGroup,,4,6,16,"http://Ele.me is a popular on-demand delivery platform in China. Users can get everything from food and groceries to even medicine brought to their doorsteps. During #Covid19, it ensured supplies reached housebound consumers across the country. http://alizi.la/37vfa8f",,,#Covid19,1258248929667211267,https://twitter.com/AlibabaGroup/status/1258248929667211267
2020-05-05 02:33:26,AlibabaGroup,,5,5,34,"In a series highlighting small businesses that have made a positive social impact during #COVID19, @AlibabaB2B talks to a solopreneur artist who turned leftover fabric into masks for healthcare workers.",,@AlibabaB2B,#COVID19,1257498610662432768,https://twitter.com/AlibabaGroup/status/1257498610662432768
2020-05-02 07:46:21,AlibabaGroup,,4,8,28,"As daily life slowly returns to normal in China in the wake of #COVID19, Alibaba's entertainment platforms Damai and Youku announced an online concert series, “Believe in the Future,” to pay tribute to frontline medical workers and help boost morale. http://alizi.la/2KQud2k",,,#COVID19,1256490196587012096,https://twitter.com/AlibabaGroup/status/1256490196587012096
2020-05-01 08:26:39,AlibabaGroup,,11,10,26,"From shopping coupons to flexible holiday packages, here are some of the efforts being undertaken to stimulate post-pandemic economic recovery in China.",,,,1256137946916245505,https://twitter.com/AlibabaGroup/status/1256137946916245505
2020-04-30 08:50:59,AlibabaGroup,,5,4,22,The UN’s @WFP has exclusively tapped @OfficialCainiao to facilitate logistics for its new humanitarian hub in China. The hub will support global #COVID19 emergency response as well as the sourcing and shipment of medical supplies to affected regions worldwide.,,@WFP @OfficialCainiao,#COVID19,1255781683942416384,https://twitter.com/AlibabaGroup/status/1255781683942416384
2020-04-30 02:12:27,AlibabaGroup,,1,6,22,Lazada Group CEO Pierre Poignant talks about the changes that #COVID19 has brought to the e-commerce landscape in Southeast Asia and the importance of building a digital economy for SMEs and consumers alike. Via @wwd,,@wwd,#COVID19,1255681389380268032,https://twitter.com/AlibabaGroup/status/1255681389380268032
