date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-05-11 20:34:36,salesforce,,1,13,32,"Staffing firm @roberthalf met business impacts of COVID-19 with agility and empathy, moving their workforce to WFH virtually overnight. They use @SalesCloud to help provision laptops to their clients' new hires who weren't set up to distribute themselves: https://sforce.co/2yOaEVP",,@roberthalf @salescloud,,1259945022645866501,https://twitter.com/salesforce/status/1259945022645866501
2020-05-11 18:16:31,salesforce,,56,814,13620,"Next on #LeadingThroughChange: A fireside chat on safely reopening businesses in Asia Pacific with @SharkTankAu entrepreneur and founder of @RedBalloonTeam , @NaomiSimson, and Salesforce ANZ CEO @PipMS. Get reminders below.",,@sharktankau @RedBalloonTeam @NaomiSimson @pipms,#LeadingThroughChange #LeadingThroughChange,1259910272246059010,https://twitter.com/salesforce/status/1259910272246059010
2020-05-11 17:30:33,salesforce,,0,3,19, Stabilize: Mitigate short-term risks &amp; stabilize operations Reopen: Plan &amp; orchestrate how to return to the workplace Grow: Accelerate change to grow in the next normal Here’s your guide to COVID-19 response and navigating our new normal: https://sforce.co/2WIOyw4,,,,1259898705202864130,https://twitter.com/salesforce/status/1259898705202864130
2020-05-10 19:00:18,salesforce,,4,20,94, Temperature checks Social distancing Wearing masks These are just a few ways our work environment is going to change when we reopen. @Benioff talks giving back and reopening safely with http://Work.com on @PBS:,,@Benioff @PBS,,1259558904389869570,https://twitter.com/salesforce/status/1259558904389869570
2020-05-10 16:00:55,salesforce,,0,2,26,"In response to COVID-19 shutdown orders, St. Mary’s Bank closed in-branch banking at all credit union locations & quickly pivoted to accommodate drive-up transactions. Here's how they used @Tableau to inform their crisis response every step of the way:",,@tableau,,1259513760693334018,https://twitter.com/salesforce/status/1259513760693334018
2020-05-10 03:15:42,salesforce,,0,4,11,Q: Will we have to wear masks forever? A: Probably not. Dr. Agus shares his projections and recommendations about wearing masks in offices.,,,,1259321184249761793,https://twitter.com/salesforce/status/1259321184249761793
2020-05-09 23:30:10,salesforce,,1,14,30,"“The pandemic reveals the fault lines that were already there and makes it worse.” Our @EbonyBeckwith joined Dr. @CamaraJones, @FortuneMagazine's @ellmcgirt, &amp; @CNN's @VanJones68 to discuss the intersection of race and COVID-19 on #LeadingThroughChange.",,@EbonyBeckwith @CamaraJones @FortuneMagazine @ellmcgirt @CNN @VanJones68,#LeadingThroughChange #LeadingThroughChange,1259264430342320132,https://twitter.com/salesforce/status/1259264430342320132
2020-05-09 19:00:09,salesforce,,3,28,66,"http://Work.com provides essential solutions designed to help businesses reopen as quickly as possible while helping to keep employees, customers, partners, &amp; communities safe &amp; informed during the COVID-19 crisis and beyond. @ABC shares the story:",,@ABC,,1259196478028906496,https://twitter.com/salesforce/status/1259196478028906496
2020-05-09 17:30:08,salesforce,,0,5,22,"Supplyforce Bot by @Salesforce_Labs helps employees, employers, and supply chain partners stay connected on any device and using their preferred communication channel. No apps. No logins. Keep people safe and keep freight moving: https://sforce.co/35MOpMj",,@salesforce_labs,,1259173823884275718,https://twitter.com/salesforce/status/1259173823884275718
2020-05-09 16:00:59,salesforce,,0,8,25,"We’ve heard about the power of social distancing time and time again, but have we ever seen it? @Tableau shares three simulations that use data to illustrate why it's critical to limit interactions: https://sforce.co/2YOZGua Check out this example from @nytimes ",,@tableau @nytimes,,1259151389235838977,https://twitter.com/salesforce/status/1259151389235838977
2020-05-08 20:00:13,salesforce,,0,1,15,".@ReverieSleep shifted their supply chain to manufacture masks to address the shortage of PPE—donating nearly 100,000 to date. @ServiceCloud helped their service team WFH and seamlessly connect with customers through this refitting: https://sforce.co/3ft1qiu",,@ReverieSleep @ServiceCloud,,1258849204795068416,https://twitter.com/salesforce/status/1258849204795068416
2020-05-08 19:00:47,salesforce,,0,9,22,"As we prepare to reopen, safely — every organization is going to need to be able to deploy information technology, like contact tracing, to mitigate the spread of the virus. @_TylerTheTyler_ shares the scoop on how http://Work.com can help:",,@_TylerTheTyler_,,1258834246703157248,https://twitter.com/salesforce/status/1258834246703157248
2020-05-08 00:00:08,salesforce,,0,2,16,"“There has to be a clear partnership between businesses, the government, & our public health systems."" That’s the way through this. @Benioff is on @FoxBusiness to discuss http://Work.com &amp; the role we all play in reopening, safely:",,@Benioff @FoxBusiness,,1258547194614788096,https://twitter.com/salesforce/status/1258547194614788096
2020-05-07 23:00:23,salesforce,,0,5,13,The economy and workforce have been hit hard by the pandemic. @WAFDbank is leveraging @AppExchange partner @ncino’s online SBA lending solution to quickly provide financing to SMBs through the Paycheck Protection Program:,,@WAFDbank @appexchange @ncino,,1258532156470464514,https://twitter.com/salesforce/status/1258532156470464514
2020-05-07 22:14:43,salesforce,,0,2,6,"In the ""lone wolf"" scenario the virus mutates, causing the pandemic to last longer than expected all across the globe. Spoiler alert: this is the worst possible hypothetical outcome. Learn more about how to prepare, with @Deloitte:",,@Deloitte,,1258520664727621632,https://twitter.com/salesforce/status/1258520664727621632
2020-05-07 20:00:34,salesforce,,1,12,28,"“We need to realize when we get back to work, the virus will still be there and we need to be doing things to mitigate that environment.” - @Benioff @YahooFinance shares the story on reopening safely with http://Work.com:",,@Benioff @YahooFinance,,1258486903860535303,https://twitter.com/salesforce/status/1258486903860535303
